id,family,gender,pose,variant,status,evidence,specification,usage
female-cheer-cap-clo-002,cap,FEMALE,CHEER,CLO-002,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-clo-003,cap,FEMALE,CHEER,CLO-003,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-clo-004,cap,FEMALE,CHEER,CLO-004,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-clo-005,cap,FEMALE,CHEER,CLO-005,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-studio-pink,cap,FEMALE,CHEER,STUDIO-PINK,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-studio-lavender,cap,FEMALE,CHEER,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-studio-olive,cap,FEMALE,CHEER,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-worn_shoes-shoes-base,worn_shoes,FEMALE,CHEER,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-001,worn_shoes,FEMALE,CHEER,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-002,worn_shoes,FEMALE,CHEER,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-003,worn_shoes,FEMALE,CHEER,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-004,worn_shoes,FEMALE,CHEER,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-005,worn_shoes,FEMALE,CHEER,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-006,worn_shoes,FEMALE,CHEER,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-007,worn_shoes,FEMALE,CHEER,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-008,worn_shoes,FEMALE,CHEER,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-009,worn_shoes,FEMALE,CHEER,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-010,worn_shoes,FEMALE,CHEER,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-011,worn_shoes,FEMALE,CHEER,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-012,worn_shoes,FEMALE,CHEER,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-fir-013,worn_shoes,FEMALE,CHEER,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-001,worn_shoes,FEMALE,CHEER,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-002,worn_shoes,FEMALE,CHEER,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-003,worn_shoes,FEMALE,CHEER,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-004,worn_shoes,FEMALE,CHEER,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-005,worn_shoes,FEMALE,CHEER,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-006,worn_shoes,FEMALE,CHEER,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-007,worn_shoes,FEMALE,CHEER,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-008,worn_shoes,FEMALE,CHEER,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-009,worn_shoes,FEMALE,CHEER,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-010,worn_shoes,FEMALE,CHEER,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-011,worn_shoes,FEMALE,CHEER,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-012,worn_shoes,FEMALE,CHEER,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wat-013,worn_shoes,FEMALE,CHEER,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-001,worn_shoes,FEMALE,CHEER,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-002,worn_shoes,FEMALE,CHEER,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-003,worn_shoes,FEMALE,CHEER,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-004,worn_shoes,FEMALE,CHEER,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-005,worn_shoes,FEMALE,CHEER,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-006,worn_shoes,FEMALE,CHEER,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-007,worn_shoes,FEMALE,CHEER,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-008,worn_shoes,FEMALE,CHEER,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-009,worn_shoes,FEMALE,CHEER,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-010,worn_shoes,FEMALE,CHEER,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-011,worn_shoes,FEMALE,CHEER,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-012,worn_shoes,FEMALE,CHEER,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-lit-013,worn_shoes,FEMALE,CHEER,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-001,worn_shoes,FEMALE,CHEER,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-002,worn_shoes,FEMALE,CHEER,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-003,worn_shoes,FEMALE,CHEER,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-004,worn_shoes,FEMALE,CHEER,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-005,worn_shoes,FEMALE,CHEER,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-006,worn_shoes,FEMALE,CHEER,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-007,worn_shoes,FEMALE,CHEER,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-008,worn_shoes,FEMALE,CHEER,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-009,worn_shoes,FEMALE,CHEER,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-010,worn_shoes,FEMALE,CHEER,WND-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-011,worn_shoes,FEMALE,CHEER,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-012,worn_shoes,FEMALE,CHEER,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-worn_shoes-wnd-013,worn_shoes,FEMALE,CHEER,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-body-base,body,FEMALE,SIT,base,NEW,,"1024x1536 transparent aligned body/face/eyes/skin; rear hair/arms and front hair/hands/occlusion layers; no outfit, cap or shoe",all character scenes
female-sit-outfit-starter-hoodie,outfit,FEMALE,SIT,starter_hoodie,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-clo-001,outfit,FEMALE,SIT,CLO-001,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-clo-002,outfit,FEMALE,SIT,CLO-002,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-clo-003,outfit,FEMALE,SIT,CLO-003,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-clo-004,outfit,FEMALE,SIT,CLO-004,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-clo-005,outfit,FEMALE,SIT,CLO-005,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-studio-pink,outfit,FEMALE,SIT,STUDIO-PINK,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-studio-lavender,outfit,FEMALE,SIT,STUDIO-LAVENDER,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-outfit-studio-olive,outfit,FEMALE,SIT,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-sit-cap-starter-hoodie,cap,FEMALE,SIT,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-clo-001,cap,FEMALE,SIT,CLO-001,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-clo-002,cap,FEMALE,SIT,CLO-002,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-clo-003,cap,FEMALE,SIT,CLO-003,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-clo-004,cap,FEMALE,SIT,CLO-004,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-clo-005,cap,FEMALE,SIT,CLO-005,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-studio-pink,cap,FEMALE,SIT,STUDIO-PINK,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-studio-lavender,cap,FEMALE,SIT,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-cap-studio-olive,cap,FEMALE,SIT,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-sit-worn_shoes-shoes-base,worn_shoes,FEMALE,SIT,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-001,worn_shoes,FEMALE,SIT,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-002,worn_shoes,FEMALE,SIT,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-003,worn_shoes,FEMALE,SIT,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-004,worn_shoes,FEMALE,SIT,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-005,worn_shoes,FEMALE,SIT,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-006,worn_shoes,FEMALE,SIT,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-007,worn_shoes,FEMALE,SIT,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-008,worn_shoes,FEMALE,SIT,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-009,worn_shoes,FEMALE,SIT,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-010,worn_shoes,FEMALE,SIT,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-011,worn_shoes,FEMALE,SIT,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-012,worn_shoes,FEMALE,SIT,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-fir-013,worn_shoes,FEMALE,SIT,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-001,worn_shoes,FEMALE,SIT,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-002,worn_shoes,FEMALE,SIT,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-003,worn_shoes,FEMALE,SIT,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-004,worn_shoes,FEMALE,SIT,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-005,worn_shoes,FEMALE,SIT,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-006,worn_shoes,FEMALE,SIT,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-007,worn_shoes,FEMALE,SIT,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-008,worn_shoes,FEMALE,SIT,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-009,worn_shoes,FEMALE,SIT,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-010,worn_shoes,FEMALE,SIT,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-011,worn_shoes,FEMALE,SIT,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-012,worn_shoes,FEMALE,SIT,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wat-013,worn_shoes,FEMALE,SIT,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-001,worn_shoes,FEMALE,SIT,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-002,worn_shoes,FEMALE,SIT,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-003,worn_shoes,FEMALE,SIT,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-004,worn_shoes,FEMALE,SIT,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-005,worn_shoes,FEMALE,SIT,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-006,worn_shoes,FEMALE,SIT,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-007,worn_shoes,FEMALE,SIT,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-008,worn_shoes,FEMALE,SIT,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-009,worn_shoes,FEMALE,SIT,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-010,worn_shoes,FEMALE,SIT,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-011,worn_shoes,FEMALE,SIT,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-012,worn_shoes,FEMALE,SIT,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-lit-013,worn_shoes,FEMALE,SIT,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-001,worn_shoes,FEMALE,SIT,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-002,worn_shoes,FEMALE,SIT,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-003,worn_shoes,FEMALE,SIT,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-004,worn_shoes,FEMALE,SIT,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-005,worn_shoes,FEMALE,SIT,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-006,worn_shoes,FEMALE,SIT,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-007,worn_shoes,FEMALE,SIT,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-008,worn_shoes,FEMALE,SIT,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-009,worn_shoes,FEMALE,SIT,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-010,worn_shoes,FEMALE,SIT,WND-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-011,worn_shoes,FEMALE,SIT,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-012,worn_shoes,FEMALE,SIT,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-sit-worn_shoes-wnd-013,worn_shoes,FEMALE,SIT,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
